anime_id,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
835,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
831,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1609,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1910,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1450,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2224,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3464,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26085,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15611,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12445,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
242,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1454,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10905,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33743,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9834,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6336,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
11465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33985,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
139,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
16009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12471,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
3448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
956,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4536,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7655,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
877,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
32083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
32625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1161,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2559,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
33255,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28927,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17249,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34612,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1565,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
8407,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2164,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
646,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3091,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1846,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11763,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
801,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6112,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33286,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2985,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5678,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4061,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
34392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6582,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
16894,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
709,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
16890,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
193,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
2004,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4879,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35417,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
35330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10278,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
35589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
282,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3738,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
19569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31797,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
34799,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28669,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20031,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
295,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
23725,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
16201,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28891,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
10302,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
836,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3457,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
10532,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12979,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
18677,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5233,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1769,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5023,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35078,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1691,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
36309,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
