anime_id,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
1107,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
6408,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
30850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
759,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
372,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
868,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1241,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
83,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1427,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
5013,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2889,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
451,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
18617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4074,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
8250,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
16904,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
34374,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
31289,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
27969,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5673,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
815,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6768,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
43,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
819,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
9958,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33685,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
34021,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
565,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
7337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
20543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
21235,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
22695,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
502,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
26449,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2176,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
33672,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
10714,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35182,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
23225,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2262,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3019,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
2100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1120,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
2452,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4513,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2583,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
25805,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6624,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3625,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
371,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
29223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
11531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
21189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1095,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3280,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1112,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
21339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
25857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
883,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
10681,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1825,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33581,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
31812,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
12783,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
6527,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
12859,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1506,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
31930,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
8443,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
463,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
758,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
3989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
4280,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
23249,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3910,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
15199,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1111,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
28257,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
19653,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
32551,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
7695,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
892,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
905,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
28957,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
867,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
25015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
894,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
6325,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5310,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2847,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
10716,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2063,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
7465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1527,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
3727,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
979,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
27825,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1967,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33686,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
35949,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1815,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
543,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
10717,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9135,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
433,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9204,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
11743,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
9751,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
32359,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
