,episodes,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
285,13,6.33,2295,6281.0,4369,6526,11,23.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
286,24,7.16,6920,2949.0,2914,16764,114,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
287,4,7.34,8915,2281.0,2993,15788,25,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
288,15,7.88,1493,742.0,5127,4421,5,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
293,26,7.39,1794,2100.0,4116,7657,113,24.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
299,19,6.69,843,4796.0,6247,2658,14,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,12,6.69,13180,4800.0,2085,30794,47,24.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
304,52,6.77,591,4448.0,7340,1584,5,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,12,7.5,2847,1654.0,3886,8754,30,23.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
307,13,7.3,57366,2427.0,617,135145,1019,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
308,12,5.89,12530,7595.0,2322,25589,16,3.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
310,59,7.36,5467,2175.0,3427,11830,63,24.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
313,12,7.93,111160,644.0,317,226392,3060,23.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
315,12,6.73,3025,4645.0,4236,7154,10,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
317,13,7.47,13576,1725.0,2282,26382,172,23.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
318,13,7.5,12025,1638.0,1681,43671,355,23.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
319,6,6.41,1105,5962.0,5968,2991,0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
322,12,6.73,62226,4618.0,610,136544,587,24.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
323,13,7.53,29860,1557.0,1250,65234,282,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
324,2,6.84,1285,,5190,4271,13,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
328,7,8.31,23492,232.0,1481,52688,1066,62.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
329,2,6.54,942,,6194,2728,9,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
331,13,7.18,22973,2910.0,1547,49164,159,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,12,5.69,22119,8016.0,1321,61511,74,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
333,14,8.38,43270,175.0,1145,72065,195,24.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
334,12,7.47,65701,1731.0,529,152358,817,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,24,6.81,28829,4265.0,1219,66781,179,24.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
336,4,6.35,2097,6194.0,4835,5115,38,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
337,44,6.9,319,3904.0,7850,1242,2,23.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,50,6.56,126,5382.0,9548,495,1,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,25,8.46,19988,127.0,1985,33211,307,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
342,47,8.51,108693,101.0,262,262266,12291,23.0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
343,12,6.23,27068,6656.0,1177,69667,117,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
344,13,6.66,3135,4920.0,4179,7383,17,25.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
347,7,6.97,1609,3690.0,4624,5712,6,0.5666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
351,25,6.75,1382,4536.0,5169,4336,8,24.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
354,33,8.45,7943,134.0,2528,22086,318,23.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
356,120,8.56,59498,79.0,580,144096,2969,5.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
359,12,7.8,179637,883.0,200,307662,1756,23.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
360,51,7.75,1973,999.0,4356,6610,121,21.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,12,7.45,59653,1822.0,632,132383,635,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,24,8.67,13954,52.0,1319,61570,473,24.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
364,191,7.24,36304,2690.0,1259,64651,283,23.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
365,12,7.75,113730,1003.0,408,187755,920,23.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
367,26,8.15,29243,367.0,902,95553,1333,25.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
368,12,6.81,1155,4269.0,6015,2922,10,24.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
370,13,8.3,44962,241.0,944,89671,480,24.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
371,26,7.27,2426,2539.0,4239,7131,35,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
372,12,5.92,10292,7526.0,2013,32600,57,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
373,2,6.19,974,6815.0,6139,2787,2,29.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
374,26,8.55,72222,82.0,545,149392,2392,25.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
376,12,6.94,9290,3793.0,2429,23845,41,25.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,8,7.27,22323,2540.0,1155,71129,170,25.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
380,25,7.71,20365,1082.0,1538,49846,544,23.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
381,24,8.06,39948,476.0,814,106541,1320,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
382,23,7.48,570,1692.0,7473,1481,2,20.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
383,12,5.64,15866,8121.0,1712,42975,57,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,51,7.38,10926,2110.0,2709,19456,173,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,26,8.04,2508,514.0,4699,5515,25,13.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,13,5.95,942,7461.0,5301,4023,6,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
390,25,8.49,224182,109.0,153,351815,3575,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
391,52,7.74,5930,1022.0,2999,15745,175,25.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
394,12,7.17,28413,2930.0,1113,74484,370,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
395,24,6.94,36871,3785.0,1154,71300,228,24.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
398,25,8.12,2453,410.0,4009,8081,89,25.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
400,13,7.28,11053,2499.0,1705,42886,190,23.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,2,6.73,1065,,5871,3111,12,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
402,12,5.88,688,7627.0,5085,4508,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
403,3,6.59,3779,5252.0,3809,9204,17,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
404,12,7.39,34956,2083.0,883,98922,598,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
405,25,7.71,35949,1090.0,850,102438,1415,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
407,24,6.35,6668,6200.0,1866,37082,94,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
408,50,7.35,3531,2223.0,3477,11397,55,23.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
409,2,5.91,475,7528.0,7820,1256,3,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
410,13,7.23,2527,2701.0,5446,3778,3,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
411,2,6.78,1165,,5704,3374,11,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
412,2,6.01,4327,,3709,9804,101,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
415,6,6.58,3426,5294.0,3407,11990,10,3.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
416,36,6.25,399,6591.0,6797,2056,7,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
418,26,7.22,19854,2737.0,1421,55902,245,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,12,7.67,65264,1165.0,584,142665,1215,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
422,50,7.8,2348,873.0,4163,7454,153,24.0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
423,26,7.57,44550,1438.0,973,87185,655,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,12,7.7,114663,1100.0,336,218740,1719,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
426,13,6.36,1814,6153.0,4739,5390,8,24.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
430,3,7.45,5835,1830.0,3063,15030,31,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
432,13,7.18,41098,2880.0,766,112618,1717,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
434,25,8.87,205597,22.0,171,333808,6571,24.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
439,2,7.12,3541,3138.0,4150,7515,4,24.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
440,26,6.52,6105,5532.0,2898,16912,63,23.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
441,13,7.3,210142,2447.0,154,350090,7929,24.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
442,2,6.83,4369,4221.0,3562,10763,9,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
444,51,7.25,16390,2623.0,1767,40401,171,24.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
445,12,7.04,76450,3437.0,495,161469,310,24.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
447,13,7.5,11394,1652.0,2452,23416,38,24.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
448,12,6.06,1428,7215.0,5707,3369,13,21.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
450,2,6.57,612,5346.0,7908,1204,2,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
451,26,6.95,135,3752.0,8407,933,7,22.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
452,24,7.43,57264,1881.0,769,112066,1011,24.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
454,52,7.69,8885,1130.0,2967,16161,204,23.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
457,12,7.52,11169,1579.0,1831,38349,150,23.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
459,25,7.28,31034,2502.0,1061,78087,201,25.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
460,24,7.44,144743,1851.0,254,269967,1917,24.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
461,12,5.75,1202,7899.0,3265,13305,31,23.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
466,12,6.98,1996,3652.0,4648,5649,8,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467,13,6.59,12728,5247.0,2250,27009,18,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
469,12,6.9,20601,3916.0,1678,43866,78,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
473,5,7.57,11572,1444.0,2332,25428,107,46.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
474,12,8.34,38439,199.0,1148,71737,858,23.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
477,12,6.41,629,5961.0,7062,1821,2,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
478,12,6.57,76116,5334.0,514,156570,398,24.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
479,24,8.29,385532,251.0,52,629352,11558,24.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
480,26,8.02,101593,537.0,347,214621,4522,23.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
481,291,8.31,367982,228.0,70,534974,21295,24.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
483,12,7.59,38200,1393.0,810,106891,1201,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486,3,6.37,1923,6121.0,4853,5038,2,26.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
487,6,6.43,11631,5883.0,2512,22305,25,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
488,22,8.22,313058,289.0,59,574476,9953,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
489,12,7.47,255852,1716.0,101,441348,3255,24.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
491,2,5.66,1286,,5406,3833,11,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
493,25,6.64,364,5017.0,7248,1663,6,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,7,6.33,3949,6273.0,3327,12802,13,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
495,13,7.26,27316,2551.0,1433,55390,168,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
500,50,7.09,832,3222.0,4994,4708,30,23.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
502,26,7.46,68318,1755.0,528,152546,1992,25.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
503,25,7.32,31812,2360.0,1052,78438,531,25.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
504,51,6.56,634,5363.0,5467,3739,12,25.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
506,10,7.37,33806,2147.0,1208,67317,168,23.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
511,36,8.04,21647,511.0,1367,58501,1246,26.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
513,49,7.84,59894,817.0,845,102852,2222,24.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
514,2,6.33,14084,6272.0,2223,27579,93,22.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
515,12,6.2,18966,6764.0,1412,56268,145,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,2,5.8,521,,7539,1437,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
518,26,7.1,7135,3197.0,2790,18246,105,23.0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
521,12,7.96,8928,598.0,2777,18378,129,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
523,12,6.08,724,7159.0,5988,2962,3,23.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
526,13,7.67,179181,1177.0,192,313467,3479,24.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
530,52,7.23,2945,2698.0,4213,7273,61,24.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
533,13,6.96,12635,3723.0,2177,28508,57,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
535,7,6.61,475,5157.0,7399,1531,6,29.0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
536,6,7.74,16292,1026.0,2062,31403,454,29.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
537,12,7.39,39250,2070.0,1200,67766,193,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
539,11,5.57,3998,8247.0,3793,9317,5,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
540,38,6.76,628,4499.0,6556,2307,9,23.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
541,64,7.22,4630,2740.0,3569,10701,30,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
545,26,6.75,624,4530.0,6197,2725,5,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
547,92,7.42,2861,1941.0,3997,8184,75,25.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
549,61,7.55,1520,1524.0,5041,4599,39,23.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
550,51,6.91,4170,3888.0,3146,14374,30,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
553,13,7.49,71897,1684.0,586,142182,828,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
554,2,6.5,1094,,6012,2935,16,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
555,2,6.26,908,,6630,2223,8,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
557,50,8.5,29517,102.0,1167,70545,2114,23.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
559,43,7.29,919,2468.0,6344,2554,15,24.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
563,16,6.82,6288,4232.0,3218,13782,74,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
564,12,6.6,4289,5195.0,3318,12919,22,24.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
567,4,7.26,18776,2589.0,1753,40723,156,32.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
568,26,6.42,209,5912.0,9276,572,1,25.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
571,13,7.22,20203,2724.0,1594,47171,248,24.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
573,4,6.58,28396,5284.0,1431,55524,109,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
574,13,6.48,12111,5685.0,2296,26015,49,24.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
575,27,7.33,11965,2326.0,1684,43533,168,24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
578,25,7.51,8932,1617.0,2507,22448,100,20.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
581,13,7.02,12917,3489.0,2191,28174,40,25.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
583,39,7.35,6229,2229.0,3098,14766,63,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,13,8.63,47463,66.0,590,141260,3259,26.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
586,24,8.14,54404,382.0,500,160519,3618,23.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
587,26,8.13,7754,404.0,2531,22039,258,29.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
590,12,6.84,17363,4135.0,1387,57580,124,24.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
591,2,6.54,109,5440.0,9330,552,2,50.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
592,51,7.27,914,2531.0,6317,2578,18,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
593,148,7.22,9204,2753.0,2231,27499,1097,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
594,6,5.82,797,7763.0,6332,2567,0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
596,12,7.03,157266,3465.0,220,292921,1676,24.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
598,12,7.1,17745,3206.0,1860,37212,62,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
599,51,6.76,22709,4483.0,1906,35916,81,21.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
602,26,7.69,3634,1141.0,3096,14766,131,25.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
603,3,7.55,8359,1507.0,2890,17011,17,24.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
604,13,6.89,15260,3955.0,2183,28248,97,25.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
605,12,7.47,248521,1719.0,104,432940,6725,23.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
606,52,7.07,764,3293.0,6413,2462,34,23.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
607,26,6.37,565,6127.0,7574,1413,5,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
609,7,7.02,24990,3487.0,1511,51399,306,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
610,13,7.23,1444,2679.0,4791,5246,21,25.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
612,276,7.42,171170,1946.0,214,298374,3737,24.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
613,13,7.52,16346,1572.0,1915,35512,85,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
614,13,7.76,219074,959.0,129,387852,4956,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
615,12,7.46,49917,1773.0,736,117021,346,24.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
617,13,7.29,34049,2477.0,1316,61631,395,22.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
618,26,7.55,35047,1495.0,1053,78446,844,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
620,2,6.94,1499,3791.0,4555,5979,2,13.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
621,2,7.04,2867,,4179,7408,47,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
623,12,6.33,19557,6259.0,1389,57566,87,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
624,12,6.82,5265,4239.0,3205,13884,10,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
625,10,7.03,315,3459.0,7209,1695,5,20.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
626,24,7.39,17619,2086.0,1044,79481,305,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
627,6,7.04,4198,3411.0,3659,10154,8,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
630,12,8.0,659308,560.0,6,1013138,28883,24.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
631,12,6.71,6395,4693.0,3077,14908,28,24.0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
